UUID,Soubory,Typ,Původní/jiné označení -  Archivní jednotka,Původní/jiné označení -  Inventární číslo,Původní/jiné označení -  Bod schůze,Původní/jiné označení -  Signatura,Ukládací jednotka - typ,Ukládací jednotka - hodnota,Obsah
9d46c1759475477f8b33ab65b52ea53a,,složka,28,,9,,svazek,20,Jmenování profesorů vysokých škol
0e040a00920841f38fb07dbff45f80a9,,složka,28,,10,,svazek,20,Jmenování Eduarda Rázgy do funkce velvyslaneckého rady na zastupitelském úřadu v Budapešti
caeb2ee56d904cc581375da1963bb04f,,složka,28,,11,,svazek,20,Vyslání poručíka Gustava Bartíka do školy Ministerstva vnitra v SSSR v období 1954-1955 pro směr psovodů
8483d9e3ece340c89819fb83368c9f52,,složka,28,,12,,svazek,20,Rozhovor s generálem Ludvíkem Svobodou (ústně); žádost vlády SSSR o stanovisko československé  vlády v záležitosti Konstantina von Neuratha (ústně); stav vyšetřování ilegální činnosti pravicových sociálních demokratů (ústně)
55835db6c4124b3bafeb50c40da3afc9,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 8. listopadu 1954
58fb78c1a6f04aa3b1617b164b0d7a15,,série,,,,,,,Program
e0678b66fe764e67a202828d57938117,,složka,29,,0,,svazek,21,Zápis
481a3b5489884fdeba9467625e342ee7,,složka,29,,1,,svazek,21,Zpráva o zavádění nové mzdové soustavy na železnicích
67d36dc89756403ba44a53acdee2cd08,,složka,29,,2,,svazek,21,Příprava plenárního zasedání Ústředního výboru KSČ
9c6dd6b07c2c4a4ea217e2c2ba4e50f5,,složka,29,,3,,svazek,21,"Celkový rozpočet Ústředního vyberu Národní fronty, stran a organizací Národní fronty pro rok 1955 a návrh na zvýšení státního příspěvků některým organizacím pro rok 1954"
8bb0098a94b6407d813c69e0d693a4fd,,složka,29,,4,,svazek,21,Návrh na novou úpravu poslaneckých náhrad
13a3440e3e084524b8ffc43f6245b4a0,,složka,29,,5,,svazek,21,Poskytnutí zvláštního příspěvku v roce 1954
ab15dd725f2a4ffe8611350ef9fcbeea,,složka,29,,6,,svazek,21,Nová úprava hospodářského zabezpečení církví a náboženských společností
4462b02e2df74e15a6c60b6be6f7d8cd,,složka,29,,7,,svazek,21,Zpráva o plnění plánu materiálního zabezpečení ozbrojených sil ČSR v měsíci září a od počátku roku 1954
6c3543dcd4de456ab032dbeecb537eb5,,složka,29,,8,,svazek,21,Úprava plánu materiálně technického zabezpečení ozbrojených sil na rok 1954
d3ffb30d49f5441d8afe1c407bc85956,,složka,29,,9,,svazek,21,Návrh rámcového plánu organizace ochrany proti bojovým biologickým prostředkům
6b39614408d44652a8755a2cfe52c7fa,,složka,29,,10,,svazek,21,"Návrh statutu organizace, kádrového a materiálního zabezpečení zvláštních skupin pro vyšetřování materiálu, podezřelého z úmyslného infikování, při Ústavu epidemiologie a mikrobiologie v Praze a při Oblastním ústavu epidemiologie a mikrobiologie v Bratislavě"
2959e4ab171e41f5b91c84d0cd71b079,,složka,29,,11,,svazek,21,Návrh na opatření ke konečnému splnění úkolu rozvinutí odsunových nemocnic Ministerstva zdravotnictví
ef4e782d8ec648a282357b22d276d558,,složka,29,,12,,svazek,21,Zpráva o zajištění 85 mm K vzor 52 v letech 1954-1955
7f0c9ea22a5b4c1196423b25a97e862d,,složka,29,,13,,svazek,21,Schválení vývozu některých druhů zbraní a munice do Afghánistánu
159552afe2d149ccbf9c83de3bf9b186,,složka,29,,14,,svazek,21,Prodloužení pobytu sovětského specialisty pro přejímku prachů a prachových náplní
02b7f67fa4ec460a8acec38dbcdaee0b,,složka,29,,15,,svazek,21,Objednávka radiostanic z SSSR
627efecacf4440678e15dec24eaae192,,složka,29,,16,,svazek,21,Plán evakuace odsouzených osob z prostoru Jáchymovských dolů
b03f6dfeba5844c29be0919400534791,,složka,29,,17,,svazek,21,"Zpráva o stavu šifrovací služby v Ministerstvu vnitra, Ministerstvu národní obrany a Ministerstvu zahraničního obchodu s návrhem na zlepšení"
d4182f7fc1dc426f940b4b880b746fc0,,složka,29,,18,,svazek,21,Ponechání zakázaného pásma v úseku 19. děčínské pohraniční brigády Ministerstva vnitra a v úseku 1. praporu 3. karlovarské pohraniční brigády Ministerstva vnitra
3716946f83b1466abfb1a8154732ade7,,složka,29,,19,,svazek,21,Zpráva o nepřátelské činnosti poslance Františka Kaďůrka
7702a5da4b044a1db3f90e6a55d08a9a,,složka,29,,20,,svazek,21,Uvolnění biskupa Josefa Hloucha z internace
923d8e28f1e7437580d2c78c1692deef,,složka,29,,21,,svazek,21,Prominutí zbytku trestu - ztráty čestných práv občanských - Vilému Novému
fd415a26866444b99c9036b0d6e06c92,,složka,29,,22,,svazek,21,Situace na krajské zprávě Ministerstva vnitra  v Ústí nad Labem
ae5325f313174edab1a4e06da6aeb8fd,,složka,29,,23,,svazek,21,Zpráva o výsledku šetření situace na I. odboru II. správy Ministerstva vnitra
b56b8072bf2045b78d501ea300aa7e34,,složka,29,,24,,svazek,21,"Návrh na zřízení péče o památky, pamětní desky a podobně"
36cee14845d542cea71780a6930da46a,,složka,29,,25,,svazek,21,Ustavení československého výboru pro zřízení Sadu míru a přátelství v Lidicích
61ccaef0ebff44a083f058522c9fc7b1,,složka,29,,26,,svazek,21,Vyslání zástupce Ústředního výboru KSČ na XI. sjezd KS Belgie
f5e780452a0c4d27acb6e92d73c3af72,,složka,29,,27,,svazek,21,Konání I. sjezdu Svazu protifašistických bojovníků ve dnech 15-16. 1. 1955
26acd653e72b400d850f171118ee9644,,složka,29,,28,,svazek,21,Některá opatření v práci skupiny jugoslávské politické emigrace v souvislosti s mezinárodně politickou situací a situací ve skupině
38b22e9005d5405c9b6e8dd175782144,,složka,29,,29,,svazek,21,Některé otázky řecké politické emigrace žijící v ČSR
2a55b2a9f6b54277818b6d6209d25f9d,,složka,29,,30,,svazek,21,Umožnění schůzky členům sekretariátu Světové odborové federace se Harrym Pollitem na území Československa
c25bfa1c118e4c7fbec7c30754917fc2,,složka,29,,31,,svazek,21,"Článek pro časopis ""Za trvalý mír, za lidovou demokracii"" na listopad a prosinec 1954"
024ded8426d84db2888aa593173da842,,složka,29,,32,,svazek,21,Personální návrhy Ministerstva národní obrany
72c0a54136bd4ab5b753803bc30f43f7,,složka,29,,33,,svazek,21,Personální návrhy Ministerstva národní obrany II.
cfe611206bee4f76824d6a3ee34c9a8a,,složka,29,,34,,svazek,21,Jmenování profesorů vysokých škol
874d898d5d934f05a189b5668c3bd963,,složka,29,,35,,svazek,21,Převedení Dr. Antonína Gregora z Ministerstva spravedlnosti na Ministerstvo zahraničních věcí
dcc3a8035a614d72bd379539a22d7229,,složka,29,,36,,svazek,21,Žádost Ústředního výboru Albánské strany práce o odložení splátek a poskytnutí úvěru v letech 1955-1956
f8723096f32642b69d473f625baf2453,,složka,29,,37,,svazek,21,Zpráva velvyslance Gustava Součka o situaci ve Francii
f14e8fe1aefa4bc7801c0cdf6162b536,,složka,29,,38,,svazek,21,Námět k diskusi (ústně); dodávka kukuřice (ústně); záležitost hokejistů (ústně); situace v dodávkách řepy a kampaň v cukrovarech (ústně)
952a117d5496403593aaaa1fb8d924ff,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 15. listopadu 1954
1acf39d85abc48cda0cba00a90686a02,,série,,,,,,,Program
989d9ac001324c75b2ca8b467e6a1760,,složka,30,,0,,svazek,22,Zápis
4f1f8afb02bf49ad8f3a7d4883b15b95,,složka,30,,1,,svazek,22,Zpráva o plnění usnesení strany a vlády ze dne 26. 5. 1954 o opatřeních ke zvýšení úrovně železniční dopravy k 1. 10. 1954
a22044292c38429199f7bed81d0eda56,,složka,30,,2,,svazek,22,Zpráva o plnění usnesení vlády ze dne 13. 1. 1954 o rozvinutí kulturně masové práce v uhelných revírech
15fea03543eb44d68883c6ec9e8a8d57,,složka,30,,3,,svazek,22,Zpráva o výkupu zrnin ze sklizně 1954
0aa95b6e52064566b47aa15c3fbc42b5,,složka,30,,4,,svazek,22,Návrh na odpis zemědělských výrobků nedodaných na plnění povinné dodávky v roce 1954
7417624891164f57a38d1e30ae448fa6,,složka,30,,4A,,svazek,22,"Vystavování mlecího povolení rolníkům, kteří splnili povinnou dodávku v roce 1954, avšak v roce 1953 povinné dávky nesplnili"
be08129216bc4500ae6b8bee9b26aca9,,složka,30,,5,,svazek,22,Zpráva o postupu při vyčišťování výměrů a smluv o povinných dodávkách zemědělské výrobků
315199107d8d4380a57efbd9cc1e01d7,,složka,30,,6,,svazek,22,Zpráva o zapůjčení dalších 1.000 t masa NDR v září 1954 a poděkování vlády NDR vládě Československé republiky
55ea0cc1a6dd43dc9526d84230f1358d,,složka,30,,7,,svazek,22,Zpráva o plnění usnesení Politického byra Ústředního výboru KSČ o zajištění 100 mm K vzor 53
e5145dc239674140a42643e1cee630bd,,složka,30,,8,,svazek,22,"Zpráva o promítání filmu ""Rákocziho poručík"""
49f7144f380348d1aaefd2022844b5d0,,složka,30,,9,,svazek,22,"Udělení čestných titulů, vyznamenání a čestné pense uměleckým pracovníkům v oboru literatury, výtvarného a divadelního umění"
9d22aaee060943969f95d0177bafe1e4,,složka,30,,10,,svazek,22,Likvidace whitehavenského fondu
082804a55bf44c95a69983cc30158c04,,složka,30,,11,,svazek,22,Pobyt náměstka předsedy vlády a Ministra zahraničních věcí NDR Dr. Lothar Bolze v ČSR
05c4601ea53847d38c860b3ef7f6f70f,,složka,30,,12,,svazek,22,Předání makedonských dětí jugoslávské vládě
a31659c5e635426dbc86d029259ef7d3,,složka,30,,13,,svazek,22,Svolání IV. valného shromáždění Československé akademie věd na 25. 11. 1954
0f6bd7d0946e4682aa4af10c360acf7e,,složka,30,,14,,svazek,22,Vydání bulletinu o některých usneseních orgánů Ústředního výboru KSČ
2b3ca3ab79594d67a0d5b946b7c446c9,,složka,30,,15,,svazek,22,Zpráva o soudním případu proti vojínu základní služby Karlu Volfovi
16e76e4a8fe24201901a9e5cb63f5e85,,složka,30,,16,,svazek,22,Statistický přehled narušitelů státních hranic
3b68df7ca1b0489cba18a4ef226f9a77,,složka,30,,17,,svazek,22,Zamítnutí odvolání proti vyloučení ze strany a potvrzení vyloučení ze strany s trestním oznámením Josefa Šišky
6f4b000d11bb4f2b81b3ef91751bde25,,složka,30,,18,,svazek,22,Personální návrhy Ministerstva národní obrany
1513a0627ec04fa5aad485211fd9cc4d,,složka,30,,19,,svazek,22,Jmenování Stanislava Rázla do funkce náměstka ministra chemického průmyslu pro hospodářské záležitosti
d563a1dd7eb747d585c5e767a0c4f305,,složka,30,,20,,svazek,22,Jmenování Ing. Jaromíra Matuška náměstkem ministra paliv a energetiky pro těžbu a informativní zpráva o kádrových změnách ve vedení Slovenských úhelných baní
6fb009fc5eea485888862e93908c98d5,,složka,30,,21,,svazek,22,Žádost redakční rady Spisů Klementa Gottwalda o souhlas k úpravě některých projevů Klementa Gottwalda
c942a4fdf3d4497c86a5c51971c823da,,složka,30,,22,,svazek,22,"Zpráva o případe Zlaticy Valčekovej, kandidátky na poslance Slovenské národní rady za III. volebním obvodu Bratislava-město"
4b5c5ea46c5a4010b54cdc0449dd579c,,složka,30,,23,,svazek,22,Kampaň k nótě sovětské vlády vládám evropských zemí a USA z 13. 11. 1954
8040e8d8e1084c07872fbf42699560f1,,složka,30,,24,,svazek,22,Předvolební projev Antonína Zápotockého (ústně); odznak poslance Národní shromáždění (ústně); zpráva o jednáních (ústně); zpráva o situaci ve sklizni a svozu řepy (ústně); některé zásadní otázky ( usnesení u J. Svobody) (ústně); zasedání Ústředního výboru KSČ (ústně)
8f95580d402f4ad8aaf24cb6e696ca5f,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 22. listopadu 1954
9f19c9268bcc44b2ba59cbd8f7abf2d1,,série,,,,,,,Program
46a31b029ba14425b4d42a03128841fd,,složka,31,,0,,svazek,22,Zápis
c811df47d8f5444a8becf90be213e5eb,,složka,31,,1,,svazek,22,Zpráva o výsledku soutěže a stavu příprav Vysoké stranické školy při Ústředním výboru KSČ
15d57d79d4be4329922e3dbf436ed96c,,složka,31,,2,,svazek,22,Zpřísnění kontroly mzdových fondů
57c56b4915fe47628ccdd92884acfa65,,složka,31,,3,,svazek,22,Zpráva o plnění pokladního plánu Státní banky československé za III. čtvrtletí 1954
d2eff30db6be4f07a8a996d6f54e1a93,,složka,31,,4,,svazek,22,Zpráva o výkupu zrnin ze sklizně 1954
a86b608d0195479f91ffec078379537a,,složka,31,,5,,svazek,22,"Usnesení strany a vlády k rozpisu plánu a k vypracování technických, průmyslových a finančních plánů na rok 1955"
1d56f23c0b4f4f5c81f0515c534a3a5a,,složka,31,,6,,svazek,22,"Zpráva o průběhu a výsledku jednání smíšené československé, maďarské, a polské komise odborníků pro řešení otázek unifikace a kooperace výroby strojů a zařízení pro výrobu munice"
a3347b0341f54dd3a3708ea2eac62017,,složka,31,,7,,svazek,22,Zpráva o situaci ve výrobě a vývoji vzduchotechnických zařízení
f998752d581647cbb6488478d3f4007c,,složka,31,,8,,svazek,22,Zpráva o hospodářském stavu podniku Závody Klementa Jefremoviča Vorošilova Duhnica a návrh opatření na jeho zlepšení
a406c97982994becbf208ad3ff27890a,,složka,31,,10,,svazek,22,Přemístění technického ústředí Mezinárodní rozhlasové organizace OIR za účelem vybudování letiště pro Svazarm
be20ed0953e94cbf87f0b3c641329da0,,složka,31,,11,,svazek,22,Směrnice k zajištění volna příslušníkům československých ozbrojených sil v době vánočního a novoročního pracovního klidu
b39ac62af4eb466d9e21e2d3625e1c18,,složka,31,,12,,svazek,22,Vyslání důstojníků československé armády na školení do SSSR
d8942b6d7738441baaf5e13442adef36,,složka,31,,13,,svazek,22,Zajištění finančních prostředků pro dobu mobilizace za prvé údobí války
6ae29ab2f2744ff0abfb398f3b327e5c,,složka,31,,14,,svazek,22,Vyslání delegace Svazu československých spisovatelů na II. sjezd spisovatelů SSSR
11d74ac280cf4925923d9b3a1f2211a5,,složka,31,,15,,svazek,22,Propůjčení Řádu práce Ing. Dr. Aloisi Královi
45d5c4e682bc4cb19b2e42775de82b87,,složka,31,,16,,svazek,22,Holandská letecká linie Praha-Mnichov-Bejrut-Káhira
9041750881554b94995aea7d1756a30c,,složka,31,,17,,svazek,22,Zpráva k případu některých bývalých representantů ledního hokeje
b8c8c3691f3a49f7a9e3159af9694b26,,složka,31,,18,,svazek,22,Výsledek šetření některých obvinění Emila Hršela
1002f61765fd4e74a2f3005c93cbec59,,složka,31,,19,,svazek,22,Zpráva o soudním případu proti nadporučíku Československé lidové armády Lubomíru Dvořákovi a spol.
5c99488b5213497faf9a0ddc7248fe0d,,složka,31,,20,,svazek,22,Zpráva o případu Pavel Švitel
00f7aeac7d284152820d3f041f5a3d63,,složka,31,,21,,svazek,22,Zpráva o případu Karla Tichý a spol.
2771bdc78412448db4dc5924510ceab7,,složka,31,,22,,svazek,22,Personální návrhy Ministerstva národní obrany
cafa7c526cff42d6a34509721fb45681,,složka,31,,23,,svazek,22,Odvolání Karla Lukeše z funkce vyslance ČSR v Dánsku a jmenování Dr. Jaroslava Reimosera do této funkce
43d1f63f69774203ae1f37adaea71690,,složka,31,,24,,svazek,22,Jmenování Ing. Emanuela Brázdy do funkce vyslance ČSR na zastupitelské úřadě v Karačí (Pákistán)
8dc2425080a0486686fb41e65b53bee7,,složka,31,,25,,svazek,22,Téze referátu Ing. Otakara Šimůnka na plenární zasedání Ústředního výboru KSČ ve dnech 7-8. 12. 1954
39073adbf17b41b395cad83ce351dc62,,složka,31,,26,,svazek,22,Návrh na nové členy Československé akademie věd z řad představitelů lékařské vědy
fcbff756e560412e8839a7e7f64ec2d2,,složka,31,,27,,svazek,22,Vyslání československé delegace na konferenci o kolektivní bezpečnosti v Evropě
ce4103d432bb4bd38f6ba85469cf24a3,,složka,31,,28,,svazek,22,Oslavy 10. výročí osvobození Albánie (ústně); zpráva Ing. Ludmily Jankovcové o stavu ve sklizni řepy (ústně); pracovní zařazení Gustava Bareše (ústně)
17c12b2dc97d451ba758f829bab0d73a,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 29. listopadu 1954
4c9573feee39493db408b269794db07d,,série,,,,,,,Program
b597527a06de469a80929aed49895631,,složka,32,,0,,svazek,22,Zápis
360706cd58cf4caaae7ab90c1f4e3e59,,složka,32,,1,,svazek,22,Předběžná zpráva o výsledcích voleb do Národní shromáždění
dc2047182a93474ab930657851608b92,,složka,32,,2,,svazek,22,Zpráva Antonína Novotného o telefonní rozmluvě se Viliamem Širokým z Moskvy
380e468841874969b9c79cd1dd113303,,složka,32,,3,,svazek,22,Pohřeb Antonína Zmrhala
1907445a0e83448988bc6b724dcaf621,,složka,32,,4,,svazek,22,"Zpráva o daru Amerického Červeného kříže obcím postiženým povodněmi (ústně); recepce na jugoslávském vyslanectví (ústně); příští schůze Politického byra Ústředního výboru KSČ (ústně)
"
6d32ea96c03c41e1a907dcabdd597619,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 30. listopadu 1954
871bc903786f48caac4a6af2949e3833,,série,,,,,,,Program
def73932fa424096959b9e300b856099,,složka,32A,,0,,svazek,23,Zápis
21d7921b4cf64b8fabb01ce1e8cc6af8,,složka,32A,,1,,svazek,23,Svolání ustavující schůze Národní shromáždění (příloha k zápisu č. 1)
8d06589bbd0f40f68f1190cf0f581730,,složka,32A,,2,,svazek,23,Zpráva o plnění usnesení strany a vlády ze dne 26. 5. 1954 o opatřeních ke zvýšení úrovně železniční dopravy k 1. 11. 1954
c97fdded9f374f889d1c80ad1358f7bd,,složka,32A,,3,,svazek,23,Změna plánu investiční výstavby na rok 1954 - speciální část
0940595dea124870a5324505da1d5213,,složka,32A,,4,,svazek,23,Úprava plánu materiálního zabezpečení ozbrojených sil ČSR v Ministerstvu strojírenství na rok 1954
2a2a7dc2af4a40b08ac41ad5be3a4dcb,,složka,32A,,5,,svazek,23,Zpráva o plnění usnesení Politického byra Ústředního výboru  KSČ z 1. 2. 1954
c98b2f45ab104082bb822d9982dbb956,,složka,32A,,6,,svazek,23,Zpráva o stavu zajištění výroby 57 mm PLK čs.
f81a3c8c0d434e658023e14929fe7c7f,,složka,32A,,7,,svazek,23,Zpráva o dalším postupu při zpracování hospodářské mobilizačních plánů
2b9e47d3830a4465ac9e99c66898eccf,,složka,32A,,8,,svazek,23,Zpráva o plnění usnesení Politického byra Ústředního výboru KSČ o plánování výroby 152 mm houfnice vzor 43 S
e5b6911e0aa9416288447846280c9b29,,složka,32A,,9,,svazek,23,Zpráva o úpravě rozpočtu cen provedených ve III. čtvrtletí 1954 u nadlimitních staveb uvedených ve jmenovitých seznamech plánu investiční výstavby na rok 1954 - speciální část
9a6dda7d3a604718a6caac30f3f09310,,složka,32A,,10,,svazek,23,Zpráva o požadavcích Ministerstva národní obrany na investiční výstavbu železnic
55f4703b36174341898f4b8ee0e3ba54,,složka,32A,,11,,svazek,23,Návrh na vydání tabla se členy Politické byra Ústředního výboru  KSČ
b6ed192887734b84b7adea2b7326c50a,,složka,32A,,12,,svazek,23,Stanovení nejvhodnějšího počtu typů vrtných souprav
87002d5d2f4b49bd8c57e988158c6cf1,,složka,32A,,13,,svazek,23,Zpráva a rozbor činnosti komise pro státní ceny
5a1df45d7985493e95651a548a7b0ed9,,složka,32A,,14,,svazek,23,Udělení čestných titulů a vyznamenání uměleckým pracovníkům Státního divadla Brno při příležitosti oslavy 70. výročí založení divadla
b26f6c8e9af3432381b99055f33d2115,,složka,32A,,15,,svazek,23,Návrh vládního usnesení o propůjčení vyznamenání příslušníkům nemocnice Československého Červeného kříže v Koreji
0bca0f7d66fb4a498dafd4a1c51bbca6,,složka,32A,,16,,svazek,23,"Propůjčení vyznamenání ""Za statečnost"" Arnoštu Skarpovi"
9e5b3313e256436fbf0c1406a7cc2b05,,složka,32A,,17,,svazek,23,"Opatření provedená ke splnění usnesení Politického byra Ústředního výboru KSČ z 12. 7. 1954 a návrhů, které na základě tohoto usnesení předložil ministr vnitřního obchodu v materiálu o rozsahu dosavadního přísunu zemědělského výrobků a potravinářského zboží ze státního fondů do zemědělských obcí"
5e5eebc5256a4ca7a74cf61ef6133076,,složka,32A,,18,,svazek,23,Odchod metropolity Jelevferije do SSSR a určení jeho nástupce
8de706c54401426e8f83b602f11c2940,,složka,32A,,19,,svazek,23,Udělení milosti se zkušební lhůtou 3 let bývalému podporučíku Československé lidové armády  Miloši Kuntovi
451cc468659e4adf803a839653900e73,,složka,32A,,20,,svazek,23,"Záležitost mezinárodního setkání, pořádaného Světovou odborovou federací"
4ba89f4dcca943da9fa646accf8d3131,,složka,32A,,21,,svazek,23,Personální návrhy Ministerstva národní obrany
669d71d745a2441eace0a9cefab1a8c5,,složka,32A,,22,,svazek,23,Odvolání Dr. Františka Zachystala z funkce vyslance ČSR v Kábulu a jmenování Josefa Jelínka do funkce vyslance na tento zastupitelský úřad
6827357a3e6949d08c85321de34cf457,,složka,32A,,23,,svazek,23,Zpráva československé delegace o průběhu a výsledku jednání delegací PLR v rámci smíšené československo-polské komise o vzájemné vědecko-technické pomoci a spolupráci v oblasti vojenské techniky a zbrojního průmyslu a o vzájemných dodávkách zbraní a ostatní vojenské techniky
1ec14386e3cd41bf9b3f8336a952d1fa,,složka,32A,,24,,svazek,23,Pohřeb Antonína Zmrhala
d7e200873cc4466aa075d6de942d7f56,,složka,32A,,25,,svazek,23,Zpráva o daru Amerického Červeného kříže obcím postiženým povodněmi
311ee542b30c4f1799f7b37c564fad3e,,složka,32A,,26,,svazek,23,Československé splátka půjčky vládě SSSR (ústně)
a4ac436be9294f9185df4222fbd3b380,,složka,32A,,27,,svazek,23,Dopis Ústředního výboru  SSSR (ústně)
68d1b2af8d64420ebc16411e235c08fd,,složka,32A,,28,,svazek,23,Úřední výsledky voleb do Národního shromáždění (ústně)
cfcf697e1c2140d6b299971cdf0a6843,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 6. prosince 1954
b5efdb00d6c94135ac4078803594d9ea,,série,,,,,,,Program
fd66d5ea945c441db8e430162c63374d,,složka,33,,0,,svazek,23,Zápis
6dd1c866fcb64bcf9b5d8eec8b1cb6ef,,složka,33,,1,,svazek,23,Referát Otakara Šimůnka na zasedání Ústředního výboru KSČ
f56cef3250d94593acca6dfcef45f0c0,,složka,33,,1a,,svazek,23,Osnova zákona o Státním plánu rozvoje národního hospodářství  na rok 1955
2ad964ee6e114c3791a16179fc2ba72e,,složka,33,,2,,svazek,23,Referát Antonína Novotného na zasedání Ústředního výboru KSČ
d545ffa16ee048d0a6e014953062590f,,složka,33,,3,,svazek,23,Návrh usnesení Ústředního výboru KSČ
dc28266439e548a381bf9d5c42ab1f8d,,složka,33,,4,,svazek,23,Program a zajištění zasedání Ústředního výboru KSČ dne 7.-8. 12. 1954
cdb80b9d016243b0b7255c5e32a1714e,,složka,33,,5,,svazek,23,Návrh dopisu Ústředního výboru KSČ k narozeninám Antonína Zápotockého a zpráva o přípravách k uctění jeho sedmdesátin
8275458f917144bd8222969b673beb4a,,složka,33,,6,,svazek,23,Blahopřejný dopis Ústředního výboru KSČ k 50. narozeninám Antonína Novotného
befff612c9f747d98345bacb2d4e4dc5,,složka,33,,7,,svazek,23,Návrh na řešení nedoplatků pojistného osob hospodařících a družstevníků
dbc94f9e7a1e4e448c7492ab1b609269,,složka,33,,8,,svazek,23,Zpráva o systému našeho tisku a účelnosti jednotlivých časopisů
37a07df4515e44fb8f97f72054c8db12,,složka,33,,9,,svazek,23,Opatření k zajištění úzké spolupráce v otázkách investorství při stavbě vodních elektráren a přehrad
9c540df203a140109355903418085fe5,,složka,33,,10,,svazek,23,Zpráva o vývozu a dovozu uhlí a koksu
635b0d2e7f724717be13e10e2345fa1f,,složka,33,,11,,svazek,23,Zpráva o jednání vládní obchodní delegace v Afganistánu ve dnech 6.-14. 9. 1954
915857ba48544b77b5af653f45f0d9d3,,složka,33,,12,,svazek,23,Zpráva o zhodnocení československých účasti na mezinárodních veletrzích v roce 1954
3fac2c86116946689bc88f2ec1c7c52a,,složka,33,,13,,svazek,23,"Zpráva o systemizaci a organizaci Ministerstva zahraničního obchodu, hlavní technické správy"
ba3fc257b2354a4fa442bb261f731c63,,složka,33,,14,,svazek,23,Prodloužení termínu k podání materiálu o mzdách
817638b3c95547e9bb6e8dee2d5dc061,,složka,33,,15,,svazek,23,Návrh na úpravu organizace národních podniků hlavní správy vojenských staveb Ministerstva národní obrany - vybudování trustů
cfcf74353b124c4bab6ef8e3fed3baff,,složka,33,,16,,svazek,23,Návrh na ustavování vojenských funkcionářů
d6d5016ad4d24c1db315b2b5cf8908a2,,složka,33,,17,,svazek,23,Oslavy 10. výročí osvobození naší vlasti Sovětskou armádou
3731196cd2fb43dfabe2a799892cfe6f,,složka,33,,18,,svazek,23,Napsání rozhlasové relace Zdeňkem  Fierlingerem k výročí podepsání československo-sovětské smlouvy o přátelství a vzájemné pomoci v roce 1943 v Moskvě
fd168f2d36984920afb5e13a3da392b3,,složka,33,,19,,svazek,23,"Podpora krajanskému listu ""Ludové zvesti"" v Kanadě"
608bdf13b6fb4ca2b687f073ef02ed22,,složka,33,,20,,svazek,23,"Způsob předávání podkladů pro pojištění Němců, odsunutých do NSR"
dc000103fc92465087f99a5733262c8c,,složka,33,,21,,svazek,23,Zvýšení rozpočtu Československé ústavu zahraničního na rok 1955
044c78d98a004ce0850eaebb84e60a71,,složka,33,,22,,svazek,23,Poskytnutí pomoci postiženým povodněmi v Indii
4211186aca564569856313f4328c88a0,,složka,33,,23,,svazek,23,Dopis Lise Ricol Londonové
1ba3a231966a4461b82e0720edb9f51f,,složka,33,,24,,svazek,23,Diskusní příspěvek Ondreje Pavlíka na zasedání Ústředního výboru KSČ dne 9. 10. 1954
7e995d141279460787d9a9f2d29b4575,,složka,33,,25,,svazek,23,Vyjádření Rudolfa Strechaje
9055e1664f744de2870aeb03c3e740db,,složka,33,,26,,svazek,23,Návrhy na změny ve sboru pověřenců
68e71b51f3c449b6aa0dc98b4a8b48d6,,složka,33,,27,,svazek,23,Personální návrhy Ministerstva národní obrany
7e71f50a5e3c444e91dce07d454ec512,,složka,33,,28,,svazek,23,"Jmenování Stanislava Rázla náměstkem ministra chemické průmyslu pro řízení hlavní správy zásobování, hlavní správy odbytu, dopravního odboru, finančního odboru a vnitřní správy"
f13bfe0dad2e46239bd086348efde001,,složka,33,,29,,svazek,23,Uspořádání novoroční slavnosti na Pražském hradě
3742cf8e3f0743f0b9dc710a7d2cb5c3,,složka,33,,30,,svazek,23,Časový rozvrh prvého zasedání nového Národní shromáždění ve dnech 13. a 14. 12. 1954
8777842893b54af0970e74f0bfe677b0,,složka,33,,31,,svazek,23,Zpráva Viliama Širokého o Moskevské konferenci
4c036f58986f44cd9559d8b60147cc7b,,složka,33,,32,,svazek,23,Tiskové chyby v deklaraci moskevské konference (ústně); záležitost generála Ludvíka Svobody (ústně)
ca5313a6e9744e509c7ed8690887830e,,série,,,,,,,Schůze Politického byra ÚV KSČ ze dne 9. prosince 1954
1351d52859d54e108f94784d8cea72dc,,série,,,,,,,Program
d964d3a6589a45bf862c44b5336448e5,,složka,33A,,0,,svazek,24,Zápis
596e0f4268204759b01856789cce8812,,složka,33A,,1A,,svazek,24,"Zpráva o organizaci a materiálním zabezpečení československých ozbrojených sil v letech 1954-1960, unifikaci vojenské techniky, možnostech československého zbrojního průmyslu a některých nejdůležitějších úkolech, souvisejících se zajištěním obrany schopnosti ČSR"
fb0ca8cd136141259e4c20788642a0d8,,složka,33A,,2,,svazek,24,Návrh na složení delegace Ústředního výboru KSČ na jednání v Moskvě
5f67a37dc90342eaa43a918c64943b14,,složka,33A,,3,,svazek,24,Projev předsedy Národní shromáždění Zdeňka Fierlingera k zahájení  Národní shromáždění dne 13. 12. 1954
