UUID,Soubory,Typ,Původní/jiné označení -  Archivní jednotka,Původní/jiné označení -  Inventární číslo,Původní/jiné označení -  Bod schůze,Původní/jiné označení -  Signatura,Ukládací jednotka - typ,Ukládací jednotka - hodnota,Obsah
708639584ad841678808ec41e78e1a18,,série,,,,,,,Spisy
191348132b384901bb568dc880c5a951,,série,,,,,,,Rok 1954
9c1ad048bc154a6f8f556303d0adddde,,série,,,,,,,Schůze Politického byra  ÚV KSČ dne 21. června 1954
bc5476e0dc9a4fceb5614a1e37ad4f22,,série,,,,,,,Program
c850fe2503874f13b0809bd7767af8b3,,složka,1,,0,,svazek,1,Zápis
03f1ab2fe71e4394b141efbb432d15ed,,složka,1,,1,,svazek,1,Zpráva o pomoci ČSR při obnově národní hospodářství KLDR
6a66cd5c9c4648b9aaa6d6e1d7fe4e2a,,složka,1,,2,,svazek,1,Podpis protokolu o výměně zboží na rok 1954 s MLR
bf67249f014448f395fb945ff3beedb1,,složka,1,,3,,svazek,1,Zpráva československé delegace o průběhu a současném stavu obchodně politických a finančních jednání československo-britských
cf256b324e7d4c77b5a8069c38dd8dca,,složka,1,,4,,svazek,1,Povolení vývozu nákladních automobilů Tatra 111 do kapitalistických států
b96d5ea9036a47d98d662aa1e0b14bcb,,složka,1,,5,,svazek,1,Zpráva o dosavadním průběhu a stavu zajišťování strojní zařízení a investicí celků do kapitalistických států
82f69ab2180c4d979399054d53099d8d,,složka,1,,6,,svazek,1,"Zpráva o návrhu předběžných požadavků na dovoz zbrojního materiálu, výrobků vojenské techniky a vojenské literatury na rok 1955"
f92e53e5b7ea46d49a4cf8148b8abf4c,,složka,1,,7,,svazek,1,Zpráva o plnění plánu materiálního zabezpečení ozbrojených sil ČSR v květnu a od počátku rok 1954
e2f9cb876fa24d45b6cf00fc4f1a46b1,,složka,1,,8,,svazek,1,Statut organizace a systematizace pracovních míst vojensko-hospodářské správy Státního úřadu plánovacího
85ed9fd0aec445a787382f2919d8606f,,složka,1,,9,,svazek,1,Plán průzkumných a projektových prací na rok 1954
7ef99c4b2d6e47bfa6c9c40e2d347d77,,složka,1,,10,,svazek,1,"Zpráva o provedení přípravy jednání mezi ČSR, MLR a PLR v oblasti slaboproudého průmyslu a výroby a vývoje strojů pro výrobu munice a návrh na další postup"
e92c95c738a6426b8f8e8a25ec0f0a6c,,složka,1,,11,,svazek,1,Zajištění výroby osobních automobilů
4ded3196cdc744c1b6bc06e11916e8e6,,složka,1,,12,,svazek,1,Zpráva o příčinách neplnění dodávek strojů a zařízení pro uhelný průmysl a geologický průzkum
e05ccbd8a80d4815b773cf04f6603dcb,,složka,1,,13,,svazek,1,Zpráva o situaci ve výrobě náhradních dílů pro traktory a zemědělské stroje v závodech Ministerstva strojírenství
a1dcccdd20024e4fbe717aa4f55a916e,,složka,1,,14,,svazek,1,"Návrh na provolání Ústředního výboru KSČ a vlády ČSR ke žním, výkupu a podzimním pracím"
517c13a6a98d49bb940465ee6edf450f,,složka,1,,15,,svazek,1,Zpráva o zasedání Ústředního výboru Mezinárodního družstevního svazu ve Florencii a návrh na svolání konfederace Ústřední rady družstev k projednání jeho výsledků
490c639320a24ec5b2a7617b6616b59b,,složka,1,,16,,svazek,1,Návrh na změnu plánu investiční výstavby Ministerstva strojírenství na rok 1954 - speciální část
5e860bf81fac473fa1cca6085b3904e8,,složka,1,,17,,svazek,1,"Restrikce leteckých opraven v rámci Ministerstva národní obrany "
e050ebaa70a94f0f849612a0732092f0,,složka,1,,18,,svazek,1,Návrh na změnu plánu státního vývojového úkolu automatizace ústředního zaměřovače
15d18defff2c4062a6acb9f133713f7d,,složka,1,,19,,svazek,1,Návrh na zavedení výroby doplňujících civilních programů
c707d077f179420fb4b18a20ee61506a,,složka,1,,20,,svazek,1,Návrh Ministra strojírenství na změnu vládního usnesení ze dne 31. 3. 1953.
c7e537b7b8d84c5bb9319a56332c055b,,složka,1,,21,,svazek,1,"Zpráva o stavu marmelád, jamů a kompotů"
5768574ef4da4b05a404bdd2e6ee7281,,složka,1,,22,,svazek,1,Zpráva o příjmech z ciziny o vydáních do ciziny z titulu autorských honorářů
759d53759e2345008407df8d5f25cf54,,složka,1,,23,,svazek,1,Usnesení Ústředního výboru  KSČ o Roce stranického školení 1954-1955
6c7a3abe6a2f4458a7508d52088ba476,,složka,1,,24,,svazek,1,Směrnice o spolupráci Ministerstva vnitra s Ministerstvem národní obrany při materiálně technickém zabezpečení systému civilní obrany
9cbb4d98cf514f1eb07e02ce8257c971,,složka,1,,25,,svazek,1,Doplnění armády zemními a silničními stroji z Národního hospodářství v mobilizaci
2710f85ac5414001beccb92355802651,,složka,1,,26,,svazek,1,Návrh na prodloužení lhůt k předložení úvodního projektu na výstavbu armádního tělovýchovného střediska na Strahově
fd981c757ccd4af1b59a130f58d6f62c,,složka,1,,27,,svazek,1,Podávání trestních oznámení na vojáky v činné službě
2d663471a67846ca90e6d6851d594111,,složka,1,,28,,svazek,1,Zpráva o povolování odkladů z důvodů veřejného zájmu
bf7d023c09d747a78f0edb7206e59ee6,,složka,1,,29,,svazek,1,Návrh na vyslání důstojníků československé armády na studia do škol v SSSR v roce 1954
f9de30801c2645ba89814d89392ae871,,složka,1,,30,,svazek,1,Návrh na zřízení správy Vnitřní stráže Ministerstva vnitra
97c5e53d8ed54c9591e981bfbadb0380,,složka,1,,31,,svazek,1,Návrh vládního nařízení o úpravě některých poměrů členů národních výborů
43d1f89f093443748d64ed24c4bea606,,složka,1,,32,,svazek,1,"Návrh vládního usnesení o odměnách předsedů, jejich náměstků a tajemníků Národního výboru, jakož i předsedů plánovacích komisí a jejich náměstků"
5b90c8860e99498eaa43dc30c5e15927,,složka,1,,33,,svazek,1,Zpráva o činnosti II. zvláštního odboru Ministerstva vnitra
d464db949da242df88349e94b1064618,,složka,1,,34,,svazek,1,Zpráva o soudním případu proti Vladimírovi Haškovcovi
bdfb0019dbae42ac9045b85436e8c565,,složka,1,,35,,svazek,1,Návrh žaloby na Dr. Josefa Goldmanna a spol.
65d5847895574c23a1eb9d0144b96b19,,složka,1,,36,,svazek,1,Zpráva o soudním případu proti Janu Cwirzovi
2f01bfade57b4b1698b3701b811e0d7c,,složka,1,,37,,svazek,1,Zpráva o soudním případu proti Antonínu Kandráčovi a spol.
407dc729fc1b407cb1be253c6c67d70c,,složka,1,,38,,svazek,1,"Zpráva o soudním případu proti Rudolfu Bulandrovi, Šimonu Drgačovi a Vladimíru Drncovi"
72c1ab1e848745ae9ec7f0862b51598b,,složka,1,,40,,svazek,1,Využití odkazu Stanislava Kostky Neumanna
f8ca382d842449228d35a6c48a2aff83,,složka,1,,41,,svazek,1,Předání jmen československých geologů a geologických pracovišť v ČSR Mezinárodnímu kongresu geologů
a86fc5e8c3384abd8b2504125b852cd1,,složka,1,,42,,svazek,1,Návrh na uctění 70. narozenin Antonína Zápotockého
019ead92b3164b0d9a2d93209e9cc9bd,,složka,1,,43,,svazek,1,"Návrh na jmenování laureáta státní ceny Jana Škody, uměleckého vedoucího Divadla československé armády národním umělcem"
cbb49120d75d487385dddaff38bb6cb2,,složka,1,,44,,svazek,1,Návrh na propůjčení Řádu práce a udělení vyznamenání Za vynikající práci divadelním pracovníkům
322cb907542844a5ad3181bbce4614eb,,složka,1,,45,,svazek,1,"Personální návrhy Ministerstva národní obrany "
57fed4eadadb42c58e315db77eea7691,,složka,1,,46,,svazek,1,Personální návrhy Ministerstva národní obrany  (I)
d81941c985d842a989530e3a66527549,,složka,1,,47,,svazek,1,Personální návrhy Ministerstva národní obrany  (II)
16a8c6c543f3499c86e84f3e574291ab,,složka,1,,48,,svazek,1,Odvolání Ing. Štěpána Haase z funkce hlavního inženýra hlavní správy pro výstavbu kombinátů Ministerstva stavebnictví a jmenování Ing. Miroslava Sobotky do této funkce
84ea908bc7b74e0484b7161f03c65638,,složka,1,,49,,svazek,1,Jmenování Josefa Pospíšila do funkce hlavního účetního v Závodech Vladimíra Iljiče Lenina v Plzni
f1510f684f56435aa9d758c22a0e5ac8,,složka,1,,50,,svazek,1,Potvrzení Jana Sovy ve funkci ředitelé hlavní správy pro inženýrské stavby Ministerstva stavebnictví
db61b94527af494eadfaee6416bd9df2,,složka,1,,51,,svazek,1,Jmenování  Ing. Zděnka Janouda do funkce hlavního inženýra hlavní správy pro výrobu stavebních dílců Ministerstva stavebnictví
53d2e053245a461680215e90535981b4,,složka,1,,52,,svazek,1,Personální návrhy Ministerstva spojů
2ef889b483d549fbb47c34eff43dbea6,,složka,1,,53,,svazek,1,Personální návrhy Ministerstva chemického průmyslu
1a6ee97fb8904a48ae500a152d20ccac,,složka,1,,54,,svazek,1,Personální návrhy na úseku Ministerstva paliv a energetiky
c44abe5664a2475caac51e69a36c9510,,složka,1,,55,,svazek,1,Jmenování Oldřicha Kaisera do funkce přednosty západoevropského odboru Ministerstva zahraničních věcí
b27709d3eecc49d8a7ec36cfa553a422,,složka,1,,56,,svazek,1,Jmenování profesorů na vysokých školách
460a712a3e594dd79d87bdc7e1d57999,,složka,1,,57,,karton,1,Jmenování dr. Ladislava Geša do funkce náměstka generálního prokurátora pro Slovensko
db878ebe991f4912815d99995cc8ea2a,,složka,1,,58,,svazek,1,Jmenování Šebestiána Hazlingera předsedou krajského soudu v Nitře
56b796357a474f2aacfebf0fe9d40177,,složka,1,,59,,svazek,1,Jmenování kapitána Karla Hanžlíka do funkce II. zástupce náčelníka IX. správy Ministerstva vnitra
048565394fc044f39beae6d9c984d525,,složka,1,,60,,svazek,1,Změna ve vedení Ministerstva plánování a chemie
20c9c47bbad0402b85df17c01f8dc9e1,,série,,,,,,,Schůze Politického byra ÚV KSČ dne 28. června 1954
ec8db3817ad34485a8443b1166caa122,,série,,,,,,,"Program "
9c4615df465e4c18b00a15f748d18392,,složka,2,,0,,svazek,2,Zápis
9ca9f1e68483434ea2b0b58cad773807,,složka,2,,1,,svazek,2,Zpráva o reorganizaci materiálně technickém odboru Ministerstva národní obrany
0f3dcf3a835c4c0d97e847c4e8e570b1,,složka,2,,2,,svazek,2,"Zpráva o plnění usnesení Politického sekretariátu Ústředního výboru KSČ, (zajištění zbrojní výroby od 1.-30. 4. 1954)"
d33f482781b54729a31828ac1b572c2b,,složka,2,,3,,svazek,2,Návrh na odeslání některé dělostřelecké techniky do SSSR
aa3895bbc7c340f688a4fa0cf1fdf488,,složka,2,,4,,svazek,2,Zpráva o splnění bodu 2. usnesení Politického sekretariátu Ústředního výboru KSČ z 27. 5. 1954
90a3d612e82c4b75b8ce75dac86fa57d,,složka,2,,5,,svazek,2,Informační zpráva o uzavírání dohod o vzájemné výměně zboží s demokratickými státy v roce 1954
65d84b72ee7e441887ab28ccd1195a28,,složka,2,,6,,svazek,2,"Návrh na schválení statutu, organizace a systemizace hlavní technické správy Ministerstva zahraničního obchodu"
fcc6beb1faec4f67ac0797182bd5021b,,složka,2,,7,,svazek,2,"Zpráva československé delegace o průběhu a současném stavu obchodně politických jednáních a finančních jednáních československé-britských, návrh dalšího postupu"
e0b4f881089e4aa89b6fabca3776c94d,,složka,2,,8,,svazek,2,Zpráva o plnění usnesení Politického sekretariátu Ústředního výboru KSČ o zahraničním obchodě z prosince minulého roku a o plnění obchodu za prvně čtvrtletí 1954
24786f819a6f4c80a1b302ab41df31b4,,složka,2,,9,,svazek,2,Zpráva o průběhu cukrovarnické kampaně 1953-1954
f9949f73cb2649a9bece73f867bbd854,,složka,2,,9A,,svazek,2,Řešení nedostatků ve strojírenství
58e6203279d9455c8353a0a5c9261f38,,složka,2,,10,,svazek,2,Mimořádný příspěvek Světové odborové federaci
096ab4a6e357488abe834dd69b552f11,,složka,2,,11,,svazek,2,"Příspěvek naší strany na úhradu výdajů sekretariátu Informbyra komunistických stran a redakce časopisu Za trvalý mír, za lidovou demokracii v Bukurešti na rok 1954"
d19625dde6aa42f2836c4e359fead148,,složka,2,,12,,svazek,2,Dopis izraelské strany Mapai
8a2ee19fdf0e4c85a1a29870fff986e9,,složka,2,,13,,svazek,2,Zásady zvaní pražského diplomatického sboru na československé podniky při různých příležitostech
926235e7265d436f8e6dca1d12f35160,,složka,2,,14,,svazek,2,Zpráva o soudním případu proti Františku Zajíčkoví a spol.
762c4142c3654ec0874b0214b309e5db,,složka,2,,15,,svazek,2,"Zpráva o obviněních, která Husák vznesl během procesu proti některým stranickým funkcionářům"
1ced32aa32d147fcb4f9cf75f3efa16d,,složka,2,,16,,svazek,2,Návrh pokladního plánu Státní banky československá na třetí čtvrtletí 1954
07b96d77d4444eee8e0fa7e9b9215c1b,,složka,2,,,,svazek,2,Žádost o vyslání dvou odborníků do SSSR
f7c3fc48977743c4bd349326438d4798,,složka,2,,17,,svazek,2,Jmenování Jiřího Skoumala do funkce konsula na zastupitelský úřad ČSR ve Stalinogrodě - Polsko
614e82f9d2294e06b9ad9007a14c58e1,,složka,2,,18,,svazek,2,Jmenování Josefa Šedivého do funkce velvyslance na zastupitelském úřadu v Bukurešti
c0faaa6fb9114f85822cd5e84c320c28,,složka,2,,19,,svazek,2,Návrh na jmenování ústředního ředitele Československého státního filmu
33fd9d062b53475bb887f71dcbd683cf,,složka,2,,20,,svazek,2,Jmenování Jiřího Hustolesa do funkce obchodního přidělence v SSSR
530bec66620643ad85345bae55efd37d,,složka,1,,21,,svazek,2,Odvolání Otty Langera z funkce náměstka ministra vnitřního obchodu a jmenování Ladislava Brabce náměstkem Ministerstva vnitřního obchodu
21a54c7e69cd48b2846762a71a12375e,,složka,2,,22,,svazek,2,Volby pléna Ústředního výboru KSS
4d3fecf8d33d43518e372364f95c14bb,,složka,2,,23,,svazek,2,Dělba práce mezi politickém byrem a sekretariátem Ústředního výboru KSČ
80a6df83b67a44819ab862d44f0ea763,,složka,2,,24,,svazek,2,Návrh nové organizace oddělení Ústředního výboru KSČ a schválení vedoucího oddělení Ústředního výboru KSČ
6e87a42ce785458ab8465d4932cdf175,,složka,2,,25,,svazek,2,Udělení asylu manželům Cortovým z USA
9083122160c84fc282de4fb811bc8af8,,složka,2,,26,,svazek,2,Povolení studia čínských a korejských vysokoškoláků - stipendistů na Vojenské technické akademii Antonína Zápotockého
b057364c5f6d491bbad3486a9e191500,,složka,2,,27,,svazek,2,Organizace zájezdu Uměleckého souboru Čínské lidové osvobozenecké armády do ČSR v roce 1954
ea6a640ee28a4daeb0564ca9825c8dfa,,složka,2,,28,,svazek,2,Konference horníků 3. a 4. 8. 1954
a00c47b0bb5f4b61ad7232d7a08ffecb,,série,,,,,,,Schůze Politického byra ÚV KSČ dne 5. července 1954
c246ea56f4c84a0fbdd195d335a1fa8e,,série,3,,0,,,,Program
658c777159cc4293b86f4c1294e1f7bd,,složka,3,,0,,svazek,3,Zápis
0bfa8cd667534fc2a1cfb77156b76d84,,složka,3,,1,,svazek,3,Zpráva o průběhu a výsledcích voleb do Národního výboru
f1c2070960894ccc84c602874c4674a6,,složka,3,,2,,svazek,3,"Návrh plánu hlavních úkolů pro přípravu do Národního shromáždění, na politické, sociální a národnostní složení Národní shromáždění a den konání voleb"
418a3413f5e1488bb986689ef8442eb6,,složka,3,,3,,svazek,3,Návrh úkolů Ministerstva zdravotnictví pro případ aktivní obrany státu
e058939ac80b4b37a91ac8ce9f034d6c,,složka,3,,4,,svazek,3,Návrh plánu investiční výstavby a stavební výroby Ministerstva národní obrany na rok 1954
97aaa710bfa14e3bb0745e1d3e125393,,složka,3,,5,,svazek,3,"Zpráva pro Politické byro Ústředního výboru KSČ o nedostatcích ve výrobě letounů, zejména z hlediska dodržování takticko-technických charakteristik a provozní jakostí sovětských vzorů"
b635bd21af174d2091458491e8847e30,,složka,3,,6,,svazek,3,"Zpráva pro Politické byro Ústředního výboru KSČ o nedostatcích ve výrobě tanků T 34/85 a samochodek SD 100, zejména z hlediska dodržování TT charakteristik a provozní jakostí sovětských vzorů"
d00f574f161b4270bc975df186f2258c,,složka,3,,7,,svazek,3,Provedení historické cesty Vojenskou technickou akademií Antonína Zápotockého
213aceab18ed4e5cae49804b90578012,,složka,3,,8,,svazek,3,Návrh na změnu usnesení ze dne 15. března 1954 - organizace a plánované počty oblastních železničních odborů Ministerstva vnitra a veřejné bezpečností
478cb4f01aaf47e1b94da7b3e5e34e04,,složka,3,,9,,svazek,3,"Návrh na prodloužení termínu usnesení Politického sekretariátu Ústředního výboru KSČ ze dne 27. 5. 1954 ""Kontrola a prověrka materiálů individuální protichemické obrany v systému CO"""
e0319c4083a6474580e6315bcb2ab648,,složka,3,,10,,svazek,3,Situace ve vojenském újezdu Javorina
2ec43155edf44cac95e52da8f0a4ceeb,,složka,3,,11,,svazek,3,Změna předsedy stálé československo-polské komise
ba832587b079418bb17e9f9989796965,,složka,3,,12,,svazek,3,"Zpráva o pořádání výstavy soutěžního návrhů na Ústřední dům československé armády, Praha"
bd4e73fce6424bdba4a729fb8652e829,,složka,3,,13,,svazek,3,Zpráva o plnění usnesení strany a vlády o neodkladných opatřeních v rozvoji uhelného průmyslu a zajištění těžby uhlí v roce 1954
aa465acafad943b19cf6c279012f8e3a,,složka,3,,14,,svazek,3,Zpráva o stavu plnění usnesení Politického sekretariátu Ústředního výboru KSČ ze dne 26. 4. 1954 o okamžitých opatřeních k odstranění hlavních nedostatků v energetice
01d4ba66d30c42f584e3e8eb05b366c7,,složka,3,,15,,svazek,3,Zpráva o splnění bodu 2. usnesení Politického sekretariátu Ústředního výboru KSČ ze dne 27. 5. 1954
0180547b4c1949689f38fa31d1a4cf31,,složka,3,,15A,,svazek,3,"Zpráva o stavu jednání ve věci třístranné smlouvy mezi vládou ČSR, SSSR a PLR na dodávky vojenské techniky v letech 1954, 1955 a 1956"
ecdab5205cf647b295600f2134689784,,složka,3,,16,,svazek,3,Návrh na dopis protokolu o výměně zboží na rok 1954 s PLR
5a89ba491aa540fc874d2db4e9594547,,složka,3,,17,,svazek,3,Návrh na dopis dohody o výměně zboží na rok 1954 s MLR
0c1ea877e3534d838c43dfab31436203,,složka,3,,18,,svazek,3,"Návrh na prodloužení lhůt splnění úkolů uložených usnesením Politického sekretariátu Ústředního výboru KSČ ze dne 26. 4. 1954 bod 4:  ""Převod výroby křemenných oscilátorů z působnosti Ministerstva národní obrany do Ministerstva strojírenství"""
8084ec85334b4a61b91455fd8897d498,,složka,3,,19,,svazek,3,Zpráva o opatřeních k odstranění nedostatků ve výrobě min 160 mm v národním podniku Josifa Vissarionoviče Stalina v Martině
eb7519f9f47a4c2392c78a4240bbe768,,složka,3,,20,,svazek,3,Zpráva o vytíženosti a zaměstnanosti závodů Jiřího Dimitrova v Letňanech
9dd1e1c8a04943c2809a9e283de81714,,složka,3,,21,,svazek,3,"Zpráva o zajištění úkolů, uložených Ministerstvím zemědělství usnesením Politického sekretariátu Ústředního výboru KSČ ze dne 10. 5. 1954"
60411fef3e4a426281218277068a1e3a,,složka,3,,22,,svazek,3,Změna přihlašování žáků 2.-7. třídy osmiletých (jedenáctiletých) škol do vyučování náboženství
ebd24f408a2d49a1a7ac4587f4bd91c8,,složka,3,,23,,svazek,3,"Návrh, jak prakticky bude prováděno zrušení evidence o příslušném k církvím ve státních dokumentech"
a67d8bb0d5834d6e9d98e923fa6a662f,,složka,3,,24,,svazek,3,Zpráva o přípravě delegátů protestantských církví na konferenci Světové rady církví v Evanstonu v USA
fe80e3a5031e4289bd9f11e6047ef9a5,,složka,3,,25,,svazek,3,"Návrh ideového programu, plánu příprav a rozpočtu I. celostátní spartakiády 1955"
26b663f3044f450cbe718ef8ccffbba0,,složka,3,,26,,svazek,3,Udělení Řádu práce MUDr. Elišce Vozábové
22b299308830454fba3f2cf2c485ac34,,složka,3,,27,,svazek,3,Personální návrhy Ministerstva národní obrany
48239a2d785a473d92b67a9b2879790f,,složka,3,,28,,svazek,3,Personální návrhy Ministerstva národní obrany (II)
7238253e8879472c9b32a669644d4e03,,složka,3,,29,,svazek,3,"Zpráva Zdeňka Fierlingera o průběhu I mezinárodního setkání, které se konalo ve Stockholmu od 19. do 23. 6. 1954 za účelem zmírnění mezinárodního napětí"
227be2c81f2046d5a643e17939ae9c5b,,složka,3,,30,,svazek,3,Akreditace a činnost zahraničních novinářů v ČSR
536a3a5dd4c74de4be11897339181c07,,složka,3,,31,,svazek,3,Vyslání 20 funkcionářů Československého svazu mládeže do jednoroční školy Ústředního výboru Všesvazového leninského komunistického svazu mládeže  v SSSR
7db8c87a509b4446baa41919dc22316b,,složka,3,,32,,svazek,3,Tisk brožury ve španělském jazyce
96c91c7f7c354303bf265c38b4e9ec54,,složka,3,,33,,svazek,3,Návrh na dokončení výstavby Průmyslového paláce do konce listopadu 1954
1dcb449e21284b4aaa97080180359d42,,složka,3,,34,,svazek,3,"Zpráva o trestné činnosti některých příslušníků Hlavní informační správy ministerstva národní obrany, proti němž nebylo vedeno trestní řízení"
04428f7836dc4735bbb3c8f17436ac74,,složka,3,,35,,svazek,3,Návrh na konání neveřejného procesu s biskupem Trochtou
12626478ee9c44eba0be6f46af561d81,,složka,3,,36,,svazek,3,Zpráva o soudním případu proti Stanislavu Chmelovi
d359786503dc4a9e95c7f346aa3ba4ae,,složka,3,,37,,svazek,3,Jmenování Dobromila Ječného do funkce vedoucího diplomata protokolu Ministerstva zahraničních věcí a zproštění Josefa Šedivého této funkce
02a7e3eb3dba43f0a84aa4a9190494e4,,složka,3,,38,,svazek,3,Jmenování Viléma Pitharta do funkce velvyslance na zastupitelském úřadu ČSR v Bělehradě
7e1f60ad1e024d7287e7e8613d97e4ce,,složka,3,,39,,svazek,3,Vyslání Jaroslava Vlčka do funkce vyslance na zastupitelském úřadu ve Švédsku
e885521586bc4e47993a4c0bbd188f73,,složka,3,,40,,svazek,3,Zpráva o pomoci ČSR KLDR
72c5880b816e4eb5848df10e86b3908e,,složka,3,,41,,svazek,3,Jmenování Jiřího Marka ředitelem Československého státního filmu
df375c90d1ad4c759fe26ba08d401c0b,,složka,3,,42,,svazek,3,"Zpráva o zasedání Ústředního výboru KSS (ústně); jednání s Júliem Ďurišem (ústně); zdravotní stav Viliama Širokého (ústně); zasedání Ústředního výboru KSČ (ústně); porada předsedů Krajských národních výborů (ústně); zpráva o škodách, způsobených živelnými pohromami ve dnech 1.-3. července 1954"
dca877c0dd1e47b280bbaa6aa6cd2693,,série,,,,,,,Schůze Politického byra  ÚV KSČ ze dne 9. července 1954
b66fb86e58ef49dabd4806cad7e6d4de,,série,,,,,,,Program
f90ddb24ab2e4379aee85dc3c3b8c91b,,složka,4,,0,,svazek,4,Zápis
410c855f1be6400a8db10ce078b68050,,složka,4,,1,,svazek,4,Návrh opatření k uplatnění připomínek prvního tajemníka Ústředního výboru KSSS Nikity Chruščova ke zvýšení a rozvoji zemědělské výroby
0c61ad568d0b439abc3a4cf420c3bf73,,složka,4,,2,,svazek,4,"Akce ""Š"""
47f8240b023b4966ab0791f282fd18e2,,složka,4,,3,,svazek,4,Návrh krajských národních výborů na provedení směrnic X. sjezdu KSČ o zlepšení řízení zemědělství
a3971dee301140e9be1365c867b33eb4,,složka,4,,4,,svazek,4,Změny ve složení Sboru pověřenců
15889727fe884826981bbbe7d50f7f16,,složka,4,,5,,svazek,4,Prodloužení pobytu Dr. Jaroslava Císaře v Anglii
75e33d9e239f49cfbb307b23e23a24e5,,složka,4,,6,,svazek,4,Dovolená kulturních pracovníků v SSSR (ústně); zpráva Dr. Alexeje Čepičky o odvolání Guseva sovětskou vládou z jeho funkce v ČSR (ústně)
d6d5df01ce25431aabb6d4a7f12c4ce3,,série,,,,,,,Schůze Politického byra  ÚV KSČ ze dne 12. července 1954
609ea60981c14acfa9863acfe7a84c7e,,série,,,,,,,Program
a958fe3cc98e4e6ca8be3c8828599311,,složka,5,,0,,svazek,4,Zápis
c4b96a8a530e43d8a0c524fe254b584a,,složka,5,,1,,svazek,4,Zpráva o zajištění výroby samonabíjecí pušky v roce 1954
d228b4d0748448afb57be51a9be8fe36,,složka,5,,2,,svazek,4,Zpráva o plnění usnesení Politického sekretariátu Ústředního výboru KSČ ze dne 26. 4. 1954 o převodu výroby křemenných oscilátorů z působnosti Ministerstva národní obrany do Ministerstva strojírenství
e7e73898aedb45e599922080c1b22141,,složka,5,,3,,svazek,4,"Návrh opatření pro zajištění výzkumu v ochraně proti bojovým biologickým prostředkům, zajištění vyšetřování materiálu podezřelého z úmyslného infikování a zabezpečení koordinace boje proti přenosným chorobám"
1f2d57d844ec4d70a9efb3ca6c87e5d8,,složka,5,,4,,svazek,4,Návrh na úpravu zásobování ozbrojených složek slámou
d07601b3246647a09cf0e2e85e77500b,,složka,5,,5,,svazek,4,Návrh na vyznamenání příslušníků ozbrojených sil ČSR vojenskými řády a medailemi
7e2c05109b424deaac471d05bef9f921,,složka,5,,6,,svazek,4,Návrh opatření pro zajištění řešení výzkumných úkolů v ochraně proti atomovým zbraním
5e2eebace7cd4086b645bb205b74e0b3,,složka,5,,7,,svazek,4,Zpráva o organizačně technických opatřeních prováděných Ministerstvem zemědělství pro zabezpečení ochrany proti biologickým bojovým prostředkům
918d4cc20edd4114b6abc947b659dbff,,složka,5,,8,,svazek,4,Zpráva o plnění usnesení Politického sekretariátu Ústředního výboru  KSČ o zvyšování kvalifikace pracovníků ve strojírenství
d3349e70b5684017bdda197337b6a7bd,,složka,5,,9,,svazek,4,Návrh doplňků usnesení k pokladnímu plánu Státní banky československé na 3. čtvrtletí 1954
56fa4b8eb6a8403ebb69df17da7c3cbe,,složka,5,,10,,svazek,4,Další postup ČSR vůči Mezinárodnímu měnovému fondu
1c5c1c8075a14efe85238b113ee17d23,,složka,5,,11,,svazek,4,"Návrh na zlepšení řízení mzdové politiky a zaostření kontroly mzdových fondů a průměrných mezd tak, aby bylo zajištěno dodržení ukazatelů stanovených plánem práce na rok 1954"
54c1963b0ce84d74938c9fc343e0fa89,,složka,5,,12,,svazek,4,Návrh opatření k zajištění úkolů ukládaných směrnicemi X. sjezdu KSČ pro zvýšení zemědělské výroby v nejbližších dvou až třech letech
69533deb4faf4bd5951bfc3cc9126433,,složka,5,,13,,svazek,4,Zpráva o situaci v římsko-katolické církvi v ČSR
60d12f97039c414b82a53d3bcd187a14,,složka,5,,14,,svazek,4,"Přejmenování Výzkumného ústavu ochrany materiálu v Uhříněvsi na ""Výzkumný ústav ochrany materiálu Georgije Akimova v Uhříněvsi"
558ddd800b8a439188cb8bb62d298cd4,,složka,5,,15,,svazek,4,Návrh na zvýšení státní dotace pro Stranu svobody
3d123f13320c40c8ae5fb91a34785176,,složka,5,,16,,svazek,4,Zásady zasílání blahopřejných telegramů do zahraničí
e15986f85c244f9bac5a4b6cc02763b9,,složka,5,,17,,svazek,4,Zpráva o návrhu na udělení milosti Otakaru Švecovi
c79ba4ee17684136b7f8b0c3ff95d1e7,,složka,5,,18,,svazek,4,Personální návrhy Ministerstva národní obrany
49b85ef07cf246fab20e323d26b23a14,,složka,5,,19,,svazek,4,Jmenování Josefy Kelara náměstkem Ministerstva paliv a energetiky a zařazení Bohumila Šrámka
73f6810e41c144f5b16feeac9371e74a,,složka,5,,20,,svazek,4,"Jmenování Dr. Arnošta Karpíška do funkce vyslance na Zastupitelském úřadu ČSR v Káhiře, Addis Abebě, se sídlem v Káhiře"
4245d051a70c4c6aa9dc5e42e9e3a683,,složka,5,,21,,svazek,4,Odvolání Oldřicha Svobody z funkce poslance Národního shromáždění
5493f7660d4947409aba16061441ca4d,,složka,5,,22,,svazek,4,"Jmenování Josefa Štěpána do funkce náměstka Ministerstva strojírenství a odvolání Ing. Lukáše Antonína z této funkce a jeho schválení do funkce podnikového ředitele Závodů Jana Švermy, národní podnik Brno"
5fb7fea938834e3386bc0e7d74fb1d6b,,složka,5,,23,,svazek,4,Úprava plánu investic a stavební výroby Ministerstva národní obrany
